id,segment,sequence
2_1333_0.mat,414,1.0
2_1334_0.mat,414,2.0
2_1335_0.mat,414,3.0
2_1336_0.mat,414,4.0
2_1337_0.mat,414,5.0
2_1338_0.mat,414,6.0
2_1339_0.mat,415,1.0
2_1340_0.mat,415,2.0
2_1341_0.mat,415,3.0
2_1342_0.mat,415,4.0
2_1343_0.mat,415,5.0
2_1344_0.mat,415,6.0
2_1345_0.mat,416,1.0
2_1346_0.mat,416,2.0
2_1347_0.mat,416,3.0
2_1348_0.mat,416,4.0
2_1349_0.mat,416,5.0
2_1350_0.mat,416,6.0
2_1351_0.mat,417,1.0
2_1352_0.mat,417,2.0
2_1353_0.mat,417,3.0
2_1354_0.mat,417,4.0
2_1355_0.mat,417,5.0
2_1356_0.mat,417,6.0
2_1357_0.mat,418,1.0
2_1358_0.mat,418,2.0
2_1359_0.mat,418,3.0
2_1360_0.mat,418,4.0
2_1361_0.mat,418,5.0
2_1362_0.mat,418,6.0
2_1363_0.mat,419,1.0
2_1364_0.mat,419,2.0
2_1365_0.mat,419,3.0
2_1366_0.mat,419,4.0
2_1367_0.mat,419,5.0
2_1368_0.mat,419,6.0
2_1369_0.mat,420,1.0
2_1370_0.mat,420,2.0
2_1371_0.mat,420,3.0
2_1372_0.mat,420,4.0
2_1373_0.mat,420,5.0
2_1374_0.mat,420,6.0
2_1375_0.mat,421,1.0
2_1376_0.mat,421,2.0
2_1377_0.mat,421,3.0
2_1378_0.mat,421,4.0
2_1379_0.mat,421,5.0
2_1380_0.mat,421,6.0
2_1381_0.mat,422,1.0
2_1382_0.mat,422,2.0
2_1383_0.mat,422,3.0
2_1384_0.mat,422,4.0
2_1385_0.mat,422,5.0
2_1386_0.mat,422,6.0
2_1387_0.mat,423,1.0
2_1388_0.mat,423,2.0
2_1389_0.mat,423,3.0
2_1390_0.mat,423,4.0
2_1391_0.mat,423,5.0
2_1392_0.mat,423,6.0
2_1393_0.mat,424,1.0
2_1394_0.mat,424,2.0
2_1395_0.mat,424,3.0
2_1396_0.mat,424,4.0
2_1397_0.mat,424,5.0
2_1398_0.mat,424,6.0
2_1399_0.mat,425,1.0
2_1400_0.mat,425,2.0
2_1401_0.mat,425,3.0
2_1402_0.mat,425,4.0
2_1403_0.mat,425,5.0
2_1404_0.mat,425,6.0
2_1405_0.mat,426,1.0
2_1406_0.mat,426,2.0
2_1407_0.mat,426,3.0
2_1408_0.mat,426,4.0
2_1409_0.mat,426,5.0
2_1410_0.mat,426,6.0
2_1411_0.mat,427,1.0
2_1412_0.mat,427,2.0
2_1413_0.mat,427,3.0
2_1414_0.mat,427,4.0
2_1415_0.mat,427,5.0
2_1416_0.mat,427,6.0
2_1417_0.mat,428,1.0
2_1418_0.mat,428,2.0
2_1419_0.mat,428,3.0
2_1420_0.mat,428,4.0
2_1421_0.mat,428,5.0
2_1422_0.mat,428,6.0
2_1423_0.mat,429,1.0
2_1424_0.mat,429,2.0
2_1425_0.mat,429,3.0
2_1426_0.mat,429,4.0
2_1427_0.mat,429,5.0
2_1428_0.mat,429,6.0
2_1429_0.mat,430,1.0
2_1430_0.mat,430,2.0
2_1431_0.mat,430,3.0
2_1432_0.mat,430,4.0
2_1433_0.mat,430,5.0
2_1434_0.mat,430,6.0
2_1435_0.mat,431,1.0
2_1436_0.mat,431,2.0
2_1437_0.mat,431,3.0
2_1438_0.mat,431,4.0
2_1439_0.mat,431,5.0
2_1440_0.mat,431,6.0
2_1441_0.mat,432,1.0
2_1442_0.mat,432,2.0
2_1443_0.mat,432,3.0
2_1444_0.mat,432,4.0
2_1445_0.mat,432,5.0
2_1446_0.mat,432,6.0
2_1447_0.mat,433,1.0
2_1448_0.mat,433,2.0
2_1449_0.mat,433,3.0
2_1450_0.mat,433,4.0
2_1451_0.mat,433,5.0
2_1452_0.mat,433,6.0
2_1453_0.mat,434,1.0
2_1454_0.mat,434,2.0
2_1455_0.mat,434,3.0
2_1456_0.mat,434,4.0
2_1457_0.mat,434,5.0
2_1458_0.mat,434,6.0
2_1459_0.mat,435,1.0
2_1460_0.mat,435,2.0
2_1461_0.mat,435,3.0
2_1462_0.mat,435,4.0
2_1463_0.mat,435,5.0
2_1464_0.mat,435,6.0
2_1465_0.mat,436,1.0
2_1466_0.mat,436,2.0
2_1467_0.mat,436,3.0
2_1468_0.mat,436,4.0
2_1469_0.mat,436,5.0
2_1470_0.mat,436,6.0
2_1471_0.mat,437,1.0
2_1472_0.mat,437,2.0
2_1473_0.mat,437,3.0
2_1474_0.mat,437,4.0
2_1475_0.mat,437,5.0
2_1476_0.mat,437,6.0
2_1477_0.mat,438,1.0
2_1478_0.mat,438,2.0
2_1479_0.mat,438,3.0
2_1480_0.mat,438,4.0
2_1481_0.mat,438,5.0
2_1482_0.mat,438,6.0
2_1483_0.mat,439,1.0
2_1484_0.mat,439,2.0
2_1485_0.mat,439,3.0
2_1486_0.mat,439,4.0
2_1487_0.mat,439,5.0
2_1488_0.mat,439,6.0
2_1489_0.mat,440,1.0
2_1490_0.mat,440,2.0
2_1491_0.mat,440,3.0
2_1492_0.mat,440,4.0
2_1493_0.mat,440,5.0
2_1494_0.mat,440,6.0
2_1495_0.mat,441,1.0
2_1496_0.mat,441,2.0
2_1497_0.mat,441,3.0
2_1498_0.mat,441,4.0
2_1499_0.mat,441,5.0
2_1500_0.mat,441,6.0
2_1501_0.mat,442,1.0
2_1502_0.mat,442,2.0
2_1503_0.mat,442,3.0
2_1504_0.mat,442,4.0
2_1505_0.mat,442,5.0
2_1506_0.mat,442,6.0
2_1507_0.mat,443,1.0
2_1508_0.mat,443,2.0
2_1509_0.mat,443,3.0
2_1510_0.mat,443,4.0
2_1511_0.mat,443,5.0
2_1512_0.mat,443,6.0
2_1513_0.mat,444,1.0
2_1514_0.mat,444,2.0
2_1515_0.mat,444,3.0
2_1516_0.mat,444,4.0
2_1517_0.mat,444,5.0
2_1518_0.mat,444,6.0
2_1519_0.mat,445,1.0
2_1520_0.mat,445,2.0
2_1521_0.mat,445,3.0
2_1522_0.mat,445,4.0
2_1523_0.mat,445,5.0
2_1524_0.mat,445,6.0
2_1525_0.mat,446,1.0
2_1526_0.mat,446,2.0
2_1527_0.mat,446,3.0
2_1528_0.mat,446,4.0
2_1529_0.mat,446,5.0
2_1530_0.mat,446,6.0
2_1531_0.mat,447,1.0
2_1532_0.mat,447,2.0
2_1533_0.mat,447,3.0
2_1534_0.mat,447,4.0
2_1535_0.mat,447,5.0
2_1536_0.mat,447,6.0
2_1537_0.mat,448,1.0
2_1538_0.mat,448,2.0
2_1539_0.mat,448,3.0
2_1540_0.mat,448,4.0
2_1541_0.mat,448,5.0
2_1542_0.mat,448,6.0
2_1543_0.mat,449,1.0
2_1544_0.mat,449,2.0
2_1545_0.mat,449,3.0
2_1546_0.mat,449,4.0
2_1547_0.mat,449,5.0
2_1548_0.mat,449,6.0
2_1549_0.mat,450,1.0
2_1550_0.mat,450,2.0
2_1551_0.mat,450,3.0
2_1552_0.mat,450,4.0
2_1553_0.mat,450,5.0
2_1554_0.mat,450,6.0
2_1555_0.mat,451,1.0
2_1556_0.mat,451,2.0
2_1557_0.mat,451,3.0
2_1558_0.mat,451,4.0
2_1559_0.mat,451,5.0
2_1560_0.mat,451,6.0
2_1561_0.mat,452,1.0
2_1562_0.mat,452,2.0
2_1563_0.mat,452,3.0
2_1564_0.mat,452,4.0
2_1565_0.mat,452,5.0
2_1566_0.mat,452,6.0
2_1567_0.mat,453,1.0
2_1568_0.mat,453,2.0
2_1569_0.mat,453,3.0
2_1570_0.mat,453,4.0
2_1571_0.mat,453,5.0
2_1572_0.mat,453,6.0
2_1573_0.mat,454,1.0
2_1574_0.mat,454,2.0
2_1575_0.mat,454,3.0
2_1576_0.mat,454,4.0
2_1577_0.mat,454,5.0
2_1578_0.mat,454,6.0
2_1579_0.mat,455,1.0
2_1580_0.mat,455,2.0
2_1581_0.mat,455,3.0
2_1582_0.mat,455,4.0
2_1583_0.mat,455,5.0
2_1584_0.mat,455,6.0
2_1585_0.mat,456,1.0
2_1586_0.mat,456,2.0
2_1587_0.mat,456,3.0
2_1588_0.mat,456,4.0
2_1589_0.mat,456,5.0
2_1590_0.mat,456,6.0
2_1591_0.mat,457,1.0
2_1592_0.mat,457,2.0
2_1593_0.mat,457,3.0
2_1594_0.mat,457,4.0
2_1595_0.mat,457,5.0
2_1596_0.mat,457,6.0
2_1597_0.mat,458,1.0
2_1598_0.mat,458,2.0
2_1599_0.mat,458,3.0
2_1600_0.mat,458,4.0
2_1601_0.mat,458,5.0
2_1602_0.mat,458,6.0
2_1603_0.mat,459,1.0
2_1604_0.mat,459,2.0
2_1605_0.mat,459,3.0
2_1606_0.mat,459,4.0
2_1607_0.mat,459,5.0
2_1608_0.mat,459,6.0
2_1609_0.mat,460,1.0
2_1610_0.mat,460,2.0
2_1611_0.mat,460,3.0
2_1612_0.mat,460,4.0
2_1613_0.mat,460,5.0
2_1614_0.mat,460,6.0
2_1615_0.mat,461,1.0
2_1616_0.mat,461,2.0
2_1617_0.mat,461,3.0
2_1618_0.mat,461,4.0
2_1619_0.mat,461,5.0
2_1620_0.mat,461,6.0
2_1621_0.mat,462,1.0
2_1622_0.mat,462,2.0
2_1623_0.mat,462,3.0
2_1624_0.mat,462,4.0
2_1625_0.mat,462,5.0
2_1626_0.mat,462,6.0
2_1627_0.mat,463,1.0
2_1628_0.mat,463,2.0
2_1629_0.mat,463,3.0
2_1630_0.mat,463,4.0
2_1631_0.mat,463,5.0
2_1632_0.mat,463,6.0
2_1633_0.mat,464,1.0
2_1634_0.mat,464,2.0
2_1635_0.mat,464,3.0
2_1636_0.mat,464,4.0
2_1637_0.mat,464,5.0
2_1638_0.mat,464,6.0
2_1639_0.mat,465,1.0
2_1640_0.mat,465,2.0
2_1641_0.mat,465,3.0
2_1642_0.mat,465,4.0
2_1643_0.mat,465,5.0
2_1644_0.mat,465,6.0
2_1645_0.mat,466,1.0
2_1646_0.mat,466,2.0
2_1647_0.mat,466,3.0
2_1648_0.mat,466,4.0
2_1649_0.mat,466,5.0
2_1650_0.mat,466,6.0
2_1651_0.mat,467,1.0
2_1652_0.mat,467,2.0
2_1653_0.mat,467,3.0
2_1654_0.mat,467,4.0
2_1655_0.mat,467,5.0
2_1656_0.mat,467,6.0
2_1657_0.mat,468,1.0
2_1658_0.mat,468,2.0
2_1659_0.mat,468,3.0
2_1660_0.mat,468,4.0
2_1661_0.mat,468,5.0
2_1662_0.mat,468,6.0
2_1663_0.mat,469,1.0
2_1664_0.mat,469,2.0
2_1665_0.mat,469,3.0
2_1666_0.mat,469,4.0
2_1667_0.mat,469,5.0
2_1668_0.mat,469,6.0
2_1669_0.mat,470,1.0
2_1670_0.mat,470,2.0
2_1671_0.mat,470,3.0
2_1672_0.mat,470,4.0
2_1673_0.mat,470,5.0
2_1674_0.mat,470,6.0
2_1675_0.mat,471,1.0
2_1676_0.mat,471,2.0
2_1677_0.mat,471,3.0
2_1678_0.mat,471,4.0
2_1679_0.mat,471,5.0
2_1680_0.mat,471,6.0
2_1681_0.mat,472,1.0
2_1682_0.mat,472,2.0
2_1683_0.mat,472,3.0
2_1684_0.mat,472,4.0
2_1685_0.mat,472,5.0
2_1686_0.mat,472,6.0
2_1687_0.mat,473,1.0
2_1688_0.mat,473,2.0
2_1689_0.mat,473,3.0
2_1690_0.mat,473,4.0
2_1691_0.mat,473,5.0
2_1692_0.mat,473,6.0
2_1693_0.mat,474,1.0
2_1694_0.mat,474,2.0
2_1695_0.mat,474,3.0
2_1696_0.mat,474,4.0
2_1697_0.mat,474,5.0
2_1698_0.mat,474,6.0
2_1699_0.mat,475,1.0
2_1700_0.mat,475,2.0
2_1701_0.mat,475,3.0
2_1702_0.mat,475,4.0
2_1703_0.mat,475,5.0
2_1704_0.mat,475,6.0
2_1705_0.mat,476,1.0
2_1706_0.mat,476,2.0
2_1707_0.mat,476,3.0
2_1708_0.mat,476,4.0
2_1709_0.mat,476,5.0
2_1710_0.mat,476,6.0
2_1711_0.mat,477,1.0
2_1712_0.mat,477,2.0
2_1713_0.mat,477,3.0
2_1714_0.mat,477,4.0
2_1715_0.mat,477,5.0
2_1716_0.mat,477,6.0
2_1717_0.mat,478,1.0
2_1718_0.mat,478,2.0
2_1719_0.mat,478,3.0
2_1720_0.mat,478,4.0
2_1721_0.mat,478,5.0
2_1722_0.mat,478,6.0
2_1723_0.mat,479,1.0
2_1724_0.mat,479,2.0
2_1725_0.mat,479,3.0
2_1726_0.mat,479,4.0
2_1727_0.mat,479,5.0
2_1728_0.mat,479,6.0
2_1729_0.mat,480,1.0
2_1730_0.mat,480,2.0
2_1731_0.mat,480,3.0
2_1732_0.mat,480,4.0
2_1733_0.mat,480,5.0
2_1734_0.mat,480,6.0
2_1735_0.mat,481,1.0
2_1736_0.mat,481,2.0
2_1737_0.mat,481,3.0
2_1738_0.mat,481,4.0
2_1739_0.mat,481,5.0
2_1740_0.mat,481,6.0
2_1741_0.mat,482,1.0
2_1742_0.mat,482,2.0
2_1743_0.mat,482,3.0
2_1744_0.mat,482,4.0
2_1745_0.mat,482,5.0
2_1746_0.mat,482,6.0
2_1747_0.mat,483,1.0
2_1748_0.mat,483,2.0
2_1749_0.mat,483,3.0
2_1750_0.mat,483,4.0
2_1751_0.mat,483,5.0
2_1752_0.mat,483,6.0
2_1753_0.mat,484,1.0
2_1754_0.mat,484,2.0
2_1755_0.mat,484,3.0
2_1756_0.mat,484,4.0
2_1757_0.mat,484,5.0
2_1758_0.mat,484,6.0
2_1759_0.mat,485,1.0
2_1760_0.mat,485,2.0
2_1761_0.mat,485,3.0
2_1762_0.mat,485,4.0
2_1763_0.mat,485,5.0
2_1764_0.mat,485,6.0
2_1765_0.mat,486,1.0
2_1766_0.mat,486,2.0
2_1767_0.mat,486,3.0
2_1768_0.mat,486,4.0
2_1769_0.mat,486,5.0
2_1770_0.mat,486,6.0
2_1771_0.mat,487,1.0
2_1772_0.mat,487,2.0
2_1773_0.mat,487,3.0
2_1774_0.mat,487,4.0
2_1775_0.mat,487,5.0
2_1776_0.mat,487,6.0
2_1777_0.mat,488,1.0
2_1778_0.mat,488,2.0
2_1779_0.mat,488,3.0
2_1780_0.mat,488,4.0
2_1781_0.mat,488,5.0
2_1782_0.mat,488,6.0
2_1783_0.mat,489,1.0
2_1784_0.mat,489,2.0
2_1785_0.mat,489,3.0
2_1786_0.mat,489,4.0
2_1787_0.mat,489,5.0
2_1788_0.mat,489,6.0
2_1789_0.mat,490,1.0
2_1790_0.mat,490,2.0
2_1791_0.mat,490,3.0
2_1792_0.mat,490,4.0
2_1793_0.mat,490,5.0
2_1794_0.mat,490,6.0
2_1795_0.mat,491,1.0
2_1796_0.mat,491,2.0
2_1797_0.mat,491,3.0
2_1798_0.mat,491,4.0
2_1799_0.mat,491,5.0
2_1800_0.mat,491,6.0
2_1801_0.mat,492,1.0
2_1802_0.mat,492,2.0
2_1803_0.mat,492,3.0
2_1804_0.mat,492,4.0
2_1805_0.mat,492,5.0
2_1806_0.mat,492,6.0
2_1807_0.mat,493,1.0
2_1808_0.mat,493,2.0
2_1809_0.mat,493,3.0
2_1810_0.mat,493,4.0
2_1811_0.mat,493,5.0
2_1812_0.mat,493,6.0
2_1813_0.mat,494,1.0
2_1814_0.mat,494,2.0
2_1815_0.mat,494,3.0
2_1816_0.mat,494,4.0
2_1817_0.mat,494,5.0
2_1818_0.mat,494,6.0
2_1819_0.mat,495,1.0
2_1820_0.mat,495,2.0
2_1821_0.mat,495,3.0
2_1822_0.mat,495,4.0
2_1823_0.mat,495,5.0
2_1824_0.mat,495,6.0
2_1825_0.mat,496,1.0
2_1826_0.mat,496,2.0
2_1827_0.mat,496,3.0
2_1828_0.mat,496,4.0
2_1829_0.mat,496,5.0
2_1830_0.mat,496,6.0
2_1831_0.mat,497,1.0
2_1832_0.mat,497,2.0
2_1833_0.mat,497,3.0
2_1834_0.mat,497,4.0
2_1835_0.mat,497,5.0
2_1836_0.mat,497,6.0
2_1837_0.mat,498,1.0
2_1838_0.mat,498,2.0
2_1839_0.mat,498,3.0
2_1840_0.mat,498,4.0
2_1841_0.mat,498,5.0
2_1842_0.mat,498,6.0
2_1843_0.mat,499,1.0
2_1844_0.mat,499,2.0
2_1845_0.mat,499,3.0
2_1846_0.mat,499,4.0
2_1847_0.mat,499,5.0
2_1848_0.mat,499,6.0
2_1849_0.mat,500,1.0
2_1850_0.mat,500,2.0
2_1851_0.mat,500,3.0
2_1852_0.mat,500,4.0
2_1853_0.mat,500,5.0
2_1854_0.mat,500,6.0
2_1855_0.mat,501,1.0
2_1856_0.mat,501,2.0
2_1857_0.mat,501,3.0
2_1858_0.mat,501,4.0
2_1859_0.mat,501,5.0
2_1860_0.mat,501,6.0
2_1861_0.mat,502,1.0
2_1862_0.mat,502,2.0
2_1863_0.mat,502,3.0
2_1864_0.mat,502,4.0
2_1865_0.mat,502,5.0
2_1866_0.mat,502,6.0
2_1867_0.mat,503,1.0
2_1868_0.mat,503,2.0
2_1869_0.mat,503,3.0
2_1870_0.mat,503,4.0
2_1871_0.mat,503,5.0
2_1872_0.mat,503,6.0
2_1873_0.mat,504,1.0
2_1874_0.mat,504,2.0
2_1875_0.mat,504,3.0
2_1876_0.mat,504,4.0
2_1877_0.mat,504,5.0
2_1878_0.mat,504,6.0
2_1879_0.mat,505,1.0
2_1880_0.mat,505,2.0
2_1881_0.mat,505,3.0
2_1882_0.mat,505,4.0
2_1883_0.mat,505,5.0
2_1884_0.mat,505,6.0
2_1885_0.mat,506,1.0
2_1886_0.mat,506,2.0
2_1887_0.mat,506,3.0
2_1888_0.mat,506,4.0
2_1889_0.mat,506,5.0
2_1890_0.mat,506,6.0
2_1891_0.mat,507,1.0
2_1892_0.mat,507,2.0
2_1893_0.mat,507,3.0
2_1894_0.mat,507,4.0
2_1895_0.mat,507,5.0
2_1896_0.mat,507,6.0
2_1897_0.mat,508,1.0
2_1898_0.mat,508,2.0
2_1899_0.mat,508,3.0
2_1900_0.mat,508,4.0
2_1901_0.mat,508,5.0
2_1902_0.mat,508,6.0
2_1903_0.mat,509,1.0
2_1904_0.mat,509,2.0
2_1905_0.mat,509,3.0
2_1906_0.mat,509,4.0
2_1907_0.mat,509,5.0
2_1908_0.mat,509,6.0
2_1909_0.mat,510,1.0
2_1910_0.mat,510,2.0
2_1911_0.mat,510,3.0
2_1912_0.mat,510,4.0
2_1913_0.mat,510,5.0
2_1914_0.mat,510,6.0
2_1915_0.mat,511,1.0
2_1916_0.mat,511,2.0
2_1917_0.mat,511,3.0
2_1918_0.mat,511,4.0
2_1919_0.mat,511,5.0
2_1920_0.mat,511,6.0
2_1921_0.mat,512,1.0
2_1922_0.mat,512,2.0
2_1923_0.mat,512,3.0
2_1924_0.mat,512,4.0
2_1925_0.mat,512,5.0
2_1926_0.mat,512,6.0
2_1927_0.mat,513,1.0
2_1928_0.mat,513,2.0
2_1929_0.mat,513,3.0
2_1930_0.mat,513,4.0
2_1931_0.mat,513,5.0
2_1932_0.mat,513,6.0
2_1933_0.mat,514,1.0
2_1934_0.mat,514,2.0
2_1935_0.mat,514,3.0
2_1936_0.mat,514,4.0
2_1937_0.mat,514,5.0
2_1938_0.mat,514,6.0
2_1939_0.mat,515,1.0
2_1940_0.mat,515,2.0
2_1941_0.mat,515,3.0
2_1942_0.mat,515,4.0
2_1943_0.mat,515,5.0
2_1944_0.mat,515,6.0
2_1945_0.mat,516,1.0
2_1946_0.mat,516,2.0
2_1947_0.mat,516,3.0
2_1948_0.mat,516,4.0
2_1949_0.mat,516,5.0
2_1950_0.mat,516,6.0
2_1951_0.mat,517,1.0
2_1952_0.mat,517,2.0
2_1953_0.mat,517,3.0
2_1954_0.mat,517,4.0
2_1955_0.mat,517,5.0
2_1956_0.mat,517,6.0
2_1957_0.mat,518,1.0
2_1958_0.mat,518,2.0
2_1959_0.mat,518,3.0
2_1960_0.mat,518,4.0
2_1961_0.mat,518,5.0
2_1962_0.mat,518,6.0
2_1963_0.mat,519,1.0
2_1964_0.mat,519,2.0
2_1965_0.mat,519,3.0
2_1966_0.mat,519,4.0
2_1967_0.mat,519,5.0
2_1968_0.mat,519,6.0
2_1969_0.mat,520,1.0
2_1970_0.mat,520,2.0
2_1971_0.mat,520,3.0
2_1972_0.mat,520,4.0
2_1973_0.mat,520,5.0
2_1974_0.mat,520,6.0
2_1975_0.mat,521,1.0
2_1976_0.mat,521,2.0
2_1977_0.mat,521,3.0
2_1978_0.mat,521,4.0
2_1979_0.mat,521,5.0
2_1980_0.mat,521,6.0
2_1981_0.mat,522,1.0
2_1982_0.mat,522,2.0
2_1983_0.mat,522,3.0
2_1984_0.mat,522,4.0
2_1985_0.mat,522,5.0
2_1986_0.mat,522,6.0
2_1987_0.mat,523,1.0
2_1988_0.mat,523,2.0
2_1989_0.mat,523,3.0
2_1990_0.mat,523,4.0
2_1991_0.mat,523,5.0
2_1992_0.mat,523,6.0
2_1993_0.mat,524,1.0
2_1994_0.mat,524,2.0
2_1995_0.mat,524,3.0
2_1996_0.mat,524,4.0
2_1997_0.mat,524,5.0
2_1998_0.mat,524,6.0
2_1999_0.mat,525,1.0
2_2000_0.mat,525,2.0
2_2001_0.mat,525,3.0
2_2002_0.mat,525,4.0
2_2003_0.mat,525,5.0
2_2004_0.mat,525,6.0
2_2005_0.mat,526,1.0
2_2006_0.mat,526,2.0
2_2007_0.mat,526,3.0
2_2008_0.mat,526,4.0
2_2009_0.mat,526,5.0
2_2010_0.mat,526,6.0
2_2011_0.mat,527,1.0
2_2012_0.mat,527,2.0
2_2013_0.mat,527,3.0
2_2014_0.mat,527,4.0
2_2015_0.mat,527,5.0
2_2016_0.mat,527,6.0
2_2017_0.mat,528,1.0
2_2018_0.mat,528,2.0
2_2019_0.mat,528,3.0
2_2020_0.mat,528,4.0
2_2021_0.mat,528,5.0
2_2022_0.mat,528,6.0
2_2023_0.mat,529,1.0
2_2024_0.mat,529,2.0
2_2025_0.mat,529,3.0
2_2026_0.mat,529,4.0
2_2027_0.mat,529,5.0
2_2028_0.mat,529,6.0
2_2029_0.mat,530,1.0
2_2030_0.mat,530,2.0
2_2031_0.mat,530,3.0
2_2032_0.mat,530,4.0
2_2033_0.mat,530,5.0
2_2034_0.mat,530,6.0
2_2035_0.mat,531,1.0
2_2036_0.mat,531,2.0
2_2037_0.mat,531,3.0
2_2038_0.mat,531,4.0
2_2039_0.mat,531,5.0
2_2040_0.mat,531,6.0
2_2041_0.mat,532,1.0
2_2042_0.mat,532,2.0
2_2043_0.mat,532,3.0
2_2044_0.mat,532,4.0
2_2045_0.mat,532,5.0
2_2046_0.mat,532,6.0
2_2047_0.mat,533,1.0
2_2048_0.mat,533,2.0
2_2049_0.mat,533,3.0
2_2050_0.mat,533,4.0
2_2051_0.mat,533,5.0
2_2052_0.mat,533,6.0
2_2053_0.mat,534,1.0
2_2054_0.mat,534,2.0
2_2055_0.mat,534,3.0
2_2056_0.mat,534,4.0
2_2057_0.mat,534,5.0
2_2058_0.mat,534,6.0
2_2059_0.mat,535,1.0
2_2060_0.mat,535,2.0
2_2061_0.mat,535,3.0
2_2062_0.mat,535,4.0
2_2063_0.mat,535,5.0
2_2064_0.mat,535,6.0
2_2065_0.mat,536,1.0
2_2066_0.mat,536,2.0
2_2067_0.mat,536,3.0
2_2068_0.mat,536,4.0
2_2069_0.mat,536,5.0
2_2070_0.mat,536,6.0
2_2071_0.mat,537,1.0
2_2072_0.mat,537,2.0
2_2073_0.mat,537,3.0
2_2074_0.mat,537,4.0
2_2075_0.mat,537,5.0
2_2076_0.mat,537,6.0
2_2077_0.mat,538,1.0
2_2078_0.mat,538,2.0
2_2079_0.mat,538,3.0
2_2080_0.mat,538,4.0
2_2081_0.mat,538,5.0
2_2082_0.mat,538,6.0
2_2083_0.mat,539,1.0
2_2084_0.mat,539,2.0
2_2085_0.mat,539,3.0
2_2086_0.mat,539,4.0
2_2087_0.mat,539,5.0
2_2088_0.mat,539,6.0
2_2089_0.mat,540,1.0
2_2090_0.mat,540,2.0
2_2091_0.mat,540,3.0
2_2092_0.mat,540,4.0
2_2093_0.mat,540,5.0
2_2094_0.mat,540,6.0
2_2095_0.mat,541,1.0
2_2096_0.mat,541,2.0
2_2097_0.mat,541,3.0
2_2098_0.mat,541,4.0
2_2099_0.mat,541,5.0
2_2100_0.mat,541,6.0
2_2101_0.mat,542,1.0
2_2102_0.mat,542,2.0
2_2103_0.mat,542,3.0
2_2104_0.mat,542,4.0
2_2105_0.mat,542,5.0
2_2106_0.mat,542,6.0
2_2107_0.mat,543,1.0
2_2108_0.mat,543,2.0
2_2109_0.mat,543,3.0
2_2110_0.mat,543,4.0
2_2111_0.mat,543,5.0
2_2112_0.mat,543,6.0
2_2113_0.mat,544,1.0
2_2114_0.mat,544,2.0
2_2115_0.mat,544,3.0
2_2116_0.mat,544,4.0
2_2117_0.mat,544,5.0
2_2118_0.mat,544,6.0
2_2119_0.mat,545,1.0
2_2120_0.mat,545,2.0
2_2121_0.mat,545,3.0
2_2122_0.mat,545,4.0
2_2123_0.mat,545,5.0
2_2124_0.mat,545,6.0
2_2125_0.mat,546,1.0
2_2126_0.mat,546,2.0
2_2127_0.mat,546,3.0
2_2128_0.mat,546,4.0
2_2129_0.mat,546,5.0
2_2130_0.mat,546,6.0
2_2131_0.mat,547,1.0
2_2132_0.mat,547,2.0
2_2133_0.mat,547,3.0
2_2134_0.mat,547,4.0
2_2135_0.mat,547,5.0
2_2136_0.mat,547,6.0
2_2137_0.mat,548,1.0
2_2138_0.mat,548,2.0
2_2139_0.mat,548,3.0
2_2140_0.mat,548,4.0
2_2141_0.mat,548,5.0
2_2142_0.mat,548,6.0
2_2143_0.mat,549,1.0
2_2144_0.mat,549,2.0
2_2145_0.mat,549,3.0
2_2146_0.mat,549,4.0
2_2147_0.mat,549,5.0
2_2148_0.mat,549,6.0
2_2149_0.mat,550,1.0
2_2150_0.mat,550,2.0
2_2151_0.mat,550,3.0
2_2152_0.mat,550,4.0
2_2153_0.mat,550,5.0
2_2154_0.mat,550,6.0
2_2155_0.mat,551,1.0
2_2156_0.mat,551,2.0
2_2157_0.mat,551,3.0
2_2158_0.mat,551,4.0
2_2159_0.mat,551,5.0
2_2160_0.mat,551,6.0
2_2161_0.mat,552,1.0
2_2162_0.mat,552,2.0
2_2163_0.mat,552,3.0
2_2164_0.mat,552,4.0
2_2165_0.mat,552,5.0
2_2166_0.mat,552,6.0
2_2167_0.mat,553,1.0
2_2168_0.mat,553,2.0
2_2169_0.mat,553,3.0
2_2170_0.mat,553,4.0
2_2171_0.mat,553,5.0
2_2172_0.mat,553,6.0
2_2173_0.mat,554,1.0
2_2174_0.mat,554,2.0
2_2175_0.mat,554,3.0
2_2176_0.mat,554,4.0
2_2177_0.mat,554,5.0
2_2178_0.mat,554,6.0
2_2179_0.mat,555,1.0
2_2180_0.mat,555,2.0
2_2181_0.mat,555,3.0
2_2182_0.mat,555,4.0
2_2183_0.mat,555,5.0
2_2184_0.mat,555,6.0
2_2185_0.mat,556,1.0
2_2186_0.mat,556,2.0
2_2187_0.mat,556,3.0
2_2188_0.mat,556,4.0
2_2189_0.mat,556,5.0
2_2190_0.mat,556,6.0
2_2191_0.mat,557,1.0
2_2192_0.mat,557,2.0
2_2193_0.mat,557,3.0
2_2194_0.mat,557,4.0
2_2195_0.mat,557,5.0
2_2196_0.mat,557,6.0
2_1_1.mat,957,1.0
2_2_1.mat,957,2.0
2_3_1.mat,957,3.0
2_4_1.mat,957,4.0
2_5_1.mat,957,5.0
2_6_1.mat,957,6.0
2_7_1.mat,958,1.0
2_8_1.mat,958,2.0
2_9_1.mat,958,3.0
2_10_1.mat,958,4.0
2_11_1.mat,958,5.0
